programming_skills_count,ml_skills_count,sql_proficiency,cloud_skills_count,projects_count,certifications_count,experience_years,education_tier,ats_score,resume_match_score,is_employable
7,2,2,4,4,0,3.6,2,69.7,64.5,1
4,5,10,2,5,0,1.0,1,58.2,53.0,1
3,5,5,3,4,0,2.7,3,45.0,54.8,1
9,5,9,1,4,3,1.3,2,69.6,66.9,1
11,3,2,4,0,0,0.3,2,56.7,59.3,0
8,0,2,4,3,1,7.5,3,80.5,77.7,1
1,4,6,2,2,3,0.4,3,40.5,35.2,0
7,5,10,3,3,1,9.0,4,68.7,70.6,1
9,4,2,2,0,4,1.8,3,66.7,66.6,1
8,5,4,2,2,0,0.6,4,58.1,48.1,0
8,3,6,4,2,3,2.3,2,68.1,69.1,1
6,0,5,2,1,3,6.2,3,62.5,63.4,0
11,0,1,1,3,0,4.0,3,75.3,60.8,1
4,5,6,2,3,2,4.9,2,57.2,57.0,1
8,3,1,1,1,2,3.2,1,63.0,54.0,0
3,1,3,4,4,1,3.5,4,56.1,73.2,1
9,4,10,3,0,0,5.7,2,58.5,81.6,1
2,4,5,1,3,0,0.9,3,47.6,40.5,0
2,2,10,3,1,4,2.0,1,52.7,46.1,0
7,3,5,3,2,2,0.8,1,59.7,62.9,1
10,2,10,1,5,2,13.2,2,93.9,87.6,1
4,5,6,4,1,0,8.7,2,59.3,71.4,1
10,2,10,0,5,1,0.1,2,58.1,48.1,0
8,0,8,3,4,0,3.7,2,60.8,65.6,1
9,4,5,3,0,1,7.8,1,64.7,77.6,1
7,2,1,4,5,2,0.6,2,57.0,64.6,1
5,0,5,4,4,4,2.5,2,56.6,63.2,1
8,3,3,2,5,3,7.4,2,72.9,75.5,1
4,2,4,4,2,2,0.1,3,45.8,63.6,0
2,5,8,3,2,1,3.6,2,58.4,59.0,0
11,5,7,1,2,0,1.1,1,65.5,67.0,1
6,5,5,0,2,2,7.7,2,70.4,50.1,0
9,4,2,2,1,4,10.6,1,74.2,86.9,1
1,2,6,1,2,1,8.7,2,63.7,57.3,1
11,3,6,0,2,0,1.9,2,73.2,59.2,1
10,2,10,0,1,3,5.9,3,64.9,65.9,1
7,4,10,0,2,1,5.6,3,75.5,58.0,1
10,0,6,1,4,0,1.2,3,66.0,57.5,1
9,4,9,2,4,3,5.3,2,73.9,56.8,1
10,5,8,2,3,0,0.1,2,66.9,54.4,1
9,0,8,0,4,3,2.7,2,71.8,51.1,1
10,5,1,1,0,3,0.8,3,63.0,46.1,0
11,1,5,0,0,3,0.4,4,55.2,50.4,0
3,4,7,4,0,0,0.2,2,46.2,59.9,1
11,4,6,2,1,3,3.6,1,70.5,74.3,1
5,3,5,3,4,1,1.2,2,57.9,48.4,1
8,2,8,0,0,4,3.9,3,57.3,52.1,0
8,0,3,4,3,4,0.2,3,55.6,73.0,1
4,0,6,2,1,3,1.1,2,50.9,57.5,0
11,3,5,1,3,4,2.3,4,66.2,65.7,1
11,3,8,2,4,4,4.7,2,77.7,81.2,1
1,2,4,1,2,3,1.2,3,43.3,32.7,0
1,5,8,1,3,3,2.9,4,41.1,42.9,0
4,2,10,0,2,1,6.5,3,53.0,41.4,0
6,4,2,0,1,2,2.9,2,57.4,47.6,0
8,5,9,2,3,0,0.8,2,58.1,58.6,1
6,1,9,4,3,3,0.1,2,52.5,47.3,0
9,2,10,2,5,3,6.1,2,71.9,74.7,1
9,3,10,3,1,4,0.1,3,53.0,68.4,1
2,5,6,1,1,1,6.2,1,61.1,56.8,0
10,2,4,1,0,4,2.3,2,53.7,78.9,1
1,0,4,0,4,3,8.4,3,68.6,50.5,1
2,1,6,4,3,3,4.8,1,52.1,57.2,0
5,4,5,0,3,4,16.0,2,73.6,60.1,1
4,0,6,3,1,3,1.3,2,50.5,55.6,0
4,0,7,2,1,2,4.4,2,53.2,58.8,0
9,1,7,2,4,0,1.5,2,65.9,52.8,1
11,4,9,4,1,0,2.0,3,66.0,73.3,1
8,3,8,0,2,0,3.0,2,62.3,55.4,0
6,5,6,0,2,2,6.2,3,61.2,59.9,1
1,4,6,3,5,3,12.4,2,73.9,71.4,1
2,2,5,2,2,4,4.4,2,42.3,46.1,0
6,0,1,0,2,1,1.6,2,50.1,49.3,0
11,2,9,4,4,3,1.6,1,66.9,78.5,1
2,3,9,2,3,2,4.0,2,46.6,48.0,0
10,2,9,3,2,2,0.8,1,63.7,64.0,1
5,4,8,4,5,0,0.4,2,62.1,62.1,1
5,2,10,1,1,3,1.3,2,38.7,47.1,0
6,3,3,3,2,0,1.0,2,51.9,48.9,0
6,3,1,4,5,1,1.1,2,60.4,70.5,1
6,3,8,0,4,0,0.8,3,57.7,38.8,0
2,4,7,1,1,1,0.1,3,34.4,38.1,0
10,3,5,3,5,2,0.1,1,67.7,67.8,1
3,0,10,0,2,0,13.2,2,60.9,64.4,1
6,3,7,1,3,0,1.7,4,56.2,52.7,0
8,2,10,2,1,4,1.5,1,47.0,39.0,0
11,5,4,0,1,2,3.4,4,64.9,58.7,1
1,2,9,4,3,4,0.7,1,41.5,49.9,0
1,5,10,3,1,1,9.0,3,51.6,58.4,0
11,2,2,1,2,1,4.6,2,73.0,72.9,1
2,4,9,0,1,2,0.3,3,42.1,42.7,0
11,2,9,2,2,1,1.6,2,71.4,71.0,1
6,4,5,3,3,2,6.3,2,63.0,61.8,0
9,4,1,3,0,1,8.7,1,71.5,74.9,1
4,3,7,0,3,3,1.9,2,60.9,54.8,0
3,0,10,2,2,0,2.9,3,52.5,48.4,0
8,5,10,1,4,3,0.5,2,63.3,53.8,0
11,3,4,0,3,2,14.2,3,90.5,86.6,1
10,3,9,1,4,2,0.8,2,70.0,68.6,1
9,4,6,3,4,3,8.6,3,83.7,72.1,1
11,4,3,1,2,0,3.1,2,73.7,63.2,1
5,5,6,2,2,0,2.8,4,60.0,43.3,0
9,2,10,4,0,4,2.2,4,58.3,68.3,1
2,2,6,2,5,1,0.8,2,55.1,47.4,0
3,3,5,1,1,4,0.6,3,46.9,39.5,0
7,1,2,0,3,0,0.7,3,51.8,61.2,0
7,1,10,3,2,3,0.6,2,62.7,59.9,1
6,2,10,4,3,1,4.5,2,52.5,66.5,1
6,1,2,0,5,3,1.3,1,66.9,44.9,0
2,2,7,0,5,4,0.2,3,53.8,25.8,0
10,4,2,2,4,2,10.4,2,80.9,80.1,1
6,3,6,1,1,3,6.5,1,62.7,62.6,1
4,0,5,2,0,4,7.9,2,58.1,60.4,0
3,3,4,1,3,4,15.8,2,65.0,71.1,1
11,2,7,2,1,4,0.6,3,71.1,60.8,0
2,2,8,0,0,2,1.5,4,42.1,29.0,0
1,3,4,3,3,2,4.3,2,65.0,49.9,0
11,5,1,1,1,2,3.6,1,71.8,69.0,1
11,2,1,4,2,1,0.5,3,65.2,71.2,1
5,1,1,4,3,2,5.1,2,57.0,67.1,1
2,1,1,0,1,2,0.8,2,42.4,41.8,0
2,2,5,2,5,2,0.8,2,53.9,48.8,0
7,2,4,2,0,3,2.3,2,62.7,64.7,0
8,5,9,0,1,2,2.7,2,66.5,61.9,1
10,1,3,4,2,1,2.6,3,68.6,77.2,1
8,2,7,4,3,4,0.3,2,71.1,67.0,1
4,2,8,2,3,3,6.3,3,48.6,71.9,1
1,5,6,1,3,0,0.9,2,48.9,43.2,0
11,5,10,3,2,2,0.4,2,72.4,62.8,1
7,3,1,1,0,4,6.6,3,63.6,49.8,1
1,5,8,4,3,4,9.3,2,50.7,61.6,1
11,0,10,1,0,3,5.9,2,76.5,76.1,1
4,1,3,3,1,0,5.0,2,58.3,66.2,1
8,3,8,1,5,1,3.2,2,72.0,50.5,1
2,0,4,1,5,4,2.4,3,56.0,47.9,0
6,2,8,1,0,4,0.3,2,60.6,56.9,0
6,2,1,1,0,4,1.6,3,53.2,55.6,0
9,3,3,0,5,4,1.4,1,67.9,57.9,1
5,5,6,4,3,3,0.9,2,50.0,57.2,0
10,2,9,3,4,0,3.9,4,77.3,69.2,1
4,4,2,4,4,4,2.1,3,62.8,63.2,1
5,3,1,0,2,1,0.3,2,51.7,47.0,0
10,0,10,0,5,1,0.7,2,67.3,54.1,1
11,3,3,0,5,2,3.4,2,84.9,81.5,1
5,1,4,0,2,4,0.2,2,46.0,32.4,0
8,5,5,1,4,4,5.7,3,83.0,62.2,1
10,5,3,4,1,4,2.1,3,58.2,67.3,1
8,3,10,2,3,4,2.0,2,55.4,63.2,0
2,2,2,3,3,4,2.7,3,44.0,36.7,0
7,2,2,0,1,1,5.2,2,54.1,65.8,0
8,4,7,4,1,0,1.3,2,55.6,73.3,1
11,4,9,0,4,0,3.4,2,71.5,65.5,1
6,5,10,0,2,2,2.5,4,63.1,47.3,0
5,4,2,0,1,1,0.9,3,55.2,49.2,0
11,0,7,0,2,4,6.3,2,72.3,71.2,1
9,4,7,0,0,0,4.8,2,80.6,67.8,1
3,0,7,3,3,3,3.2,3,52.5,52.9,0
10,4,3,4,4,3,5.7,2,74.9,78.0,1
4,5,7,0,3,3,6.1,2,52.7,58.5,1
9,5,1,0,4,4,3.7,4,69.9,63.6,1
6,0,10,0,0,4,5.4,3,58.1,53.6,0
8,3,1,0,3,2,3.6,2,58.4,59.0,1
7,5,5,1,0,2,3.4,2,52.5,58.4,0
11,3,2,1,4,2,2.9,2,75.5,69.5,1
2,2,9,2,1,3,4.2,2,45.0,58.4,0
3,0,7,0,3,4,0.5,4,45.5,36.0,0
1,5,4,2,0,3,6.4,2,51.5,46.5,0
9,1,4,3,5,2,6.2,3,68.9,76.0,1
7,2,2,2,3,4,0.1,2,51.5,50.9,0
1,3,5,4,3,1,5.2,2,53.6,49.6,0
3,5,4,1,3,0,0.4,1,54.8,48.7,0
4,0,1,1,2,0,1.2,3,52.5,43.7,0
4,4,8,0,0,2,4.1,2,48.6,34.3,0
5,1,3,0,0,3,0.5,2,45.0,49.4,0
3,3,6,3,3,1,5.1,1,62.8,54.1,1
3,2,4,3,1,4,5.4,2,57.3,61.7,1
1,0,9,4,3,3,2.1,1,48.2,57.9,0
7,1,7,0,2,2,0.0,2,53.8,48.9,0
11,0,9,0,4,3,1.0,2,70.9,45.1,0
10,5,10,3,2,2,2.9,2,62.0,56.9,1
1,4,3,3,1,0,11.9,2,56.7,59.7,1
2,2,1,3,3,0,3.0,2,48.5,50.5,0
4,0,5,1,0,3,0.9,2,44.5,53.5,0
4,3,3,2,5,1,3.0,2,58.1,54.5,1
5,5,6,2,3,4,2.3,2,60.1,72.0,1
11,5,8,0,1,2,4.5,3,73.4,55.2,1
2,2,4,1,0,4,0.3,2,37.6,40.0,0
4,5,5,3,2,0,4.3,2,50.4,55.1,0
1,3,5,0,4,1,2.3,2,55.0,38.4,0
2,0,4,1,4,1,9.9,3,65.3,68.6,1
1,2,4,4,3,4,1.3,3,44.4,61.5,0
10,5,4,1,2,0,3.0,2,74.8,64.3,1
10,5,4,0,5,4,8.1,2,78.2,75.5,1
4,3,4,2,5,3,0.3,2,44.8,49.1,0
4,4,5,3,1,1,8.3,4,54.5,57.9,1
7,4,2,4,4,1,3.5,3,75.4,67.9,1
10,5,2,1,2,3,0.2,2,60.4,55.3,0
11,0,9,0,3,0,1.1,3,65.2,59.0,1
11,2,2,0,0,1,3.7,3,64.9,58.2,0
9,5,6,3,3,2,0.2,2,68.7,64.5,1
9,1,2,0,3,2,2.6,2,65.7,59.4,0
5,2,5,0,2,0,1.3,2,56.5,49.7,0
10,4,4,3,4,3,2.9,1,70.2,72.9,1
1,5,7,4,2,4,0.1,3,46.0,58.2,0
1,3,7,2,0,0,6.2,2,47.5,65.9,0
6,1,6,2,2,4,10.9,3,67.1,68.8,1
2,5,10,1,1,0,10.4,4,59.1,64.0,1
8,0,5,4,3,2,4.2,1,63.1,86.3,1
9,1,1,1,4,3,0.4,2,57.2,63.7,0
4,5,3,2,5,2,4.3,3,62.6,59.7,1
5,0,9,3,0,3,0.1,3,38.4,40.4,0
11,1,1,0,5,4,0.1,3,75.4,53.7,1
8,0,5,2,3,0,1.2,2,61.6,56.2,0
3,0,2,4,2,1,2.0,2,58.2,64.8,0
5,1,4,2,5,1,4.4,2,63.1,52.3,0
3,1,1,4,1,3,3.4,4,49.2,57.1,0
10,0,3,4,2,3,1.8,2,55.8,78.1,1
3,4,10,4,3,2,1.0,3,43.9,47.8,0
3,1,7,1,5,1,16.0,2,68.0,71.8,1
7,5,10,3,0,2,1.7,4,59.4,62.0,0
7,2,3,2,5,4,1.8,2,62.8,63.9,1
7,3,4,3,5,1,0.5,2,71.7,63.6,1
10,0,2,0,4,4,4.8,2,58.0,67.9,1
8,0,3,2,5,0,3.5,2,79.7,64.8,1
5,3,9,3,3,2,0.7,2,54.2,42.6,0
5,4,3,3,0,3,0.3,1,48.4,54.4,0
4,3,5,0,3,1,3.4,1,50.1,46.5,0
7,1,2,4,1,2,3.2,2,60.8,72.6,1
10,3,4,2,2,3,1.0,3,61.2,60.8,1
4,0,7,2,5,0,9.0,2,62.7,63.6,1
2,3,7,0,4,1,0.5,1,42.9,36.4,0
4,2,3,4,0,4,1.7,3,39.0,52.1,0
8,5,5,2,4,0,8.6,2,77.8,64.5,1
9,1,1,2,4,3,1.6,4,63.4,65.1,1
3,3,10,2,4,1,3.1,2,46.3,57.0,0
7,0,10,4,5,1,1.5,2,67.4,59.9,1
9,5,10,0,0,0,1.0,2,43.2,52.7,0
11,1,1,2,0,1,12.4,2,85.8,92.6,1
4,0,5,3,4,3,1.6,1,68.1,59.8,1
10,4,10,4,2,0,6.7,1,64.2,82.7,1
3,2,9,1,5,4,0.8,2,61.6,45.3,0
5,4,1,0,5,0,0.7,2,61.7,47.5,0
1,2,1,3,3,0,0.1,2,41.8,48.1,0
3,3,4,2,5,4,3.2,2,56.1,42.7,0
8,1,4,1,4,3,1.4,2,68.6,69.4,1
11,3,2,0,1,2,6.0,2,70.5,70.2,1
8,2,9,4,4,2,1.9,2,49.9,72.6,1
4,2,9,1,0,4,10.3,2,71.8,56.8,1
2,2,2,1,5,3,0.6,1,55.4,38.3,0
8,5,9,3,5,1,6.1,1,73.9,74.1,1
8,0,6,0,3,4,4.5,2,62.5,45.5,1
10,1,8,3,1,2,4.4,2,65.0,67.1,1
4,3,10,3,5,3,5.6,2,72.3,55.5,1
3,3,4,2,3,0,4.3,2,57.1,43.3,0
2,4,2,4,3,3,3.0,2,53.6,55.1,0
9,2,2,1,1,3,0.4,2,50.4,56.2,0
1,2,9,0,4,2,0.1,2,45.3,42.6,0
7,2,1,4,4,2,7.6,2,72.1,67.4,1
5,3,7,4,4,1,2.9,3,64.5,63.3,1
8,4,3,0,2,1,4.8,3,62.3,52.4,1
4,0,3,4,4,4,2.0,2,62.3,45.5,1
7,5,2,2,1,0,0.4,2,46.6,59.3,0
5,1,10,4,2,1,0.4,2,52.0,61.9,1
5,0,6,2,4,2,3.5,3,60.6,59.6,1
9,3,10,1,2,3,1.7,1,53.2,49.8,0
9,5,2,1,1,4,0.7,4,58.0,57.8,0
9,5,10,3,4,1,2.0,2,64.3,70.8,1
6,5,4,2,0,3,0.2,2,57.0,59.0,0
6,2,10,1,5,3,2.6,1,62.2,57.6,0
5,1,9,4,1,1,0.9,2,52.0,64.9,0
9,3,9,0,3,0,4.8,2,62.1,68.6,1
10,3,6,0,3,0,1.1,1,67.6,57.7,1
8,5,4,2,1,4,1.8,2,55.3,63.8,0
7,3,7,3,3,0,0.0,3,53.3,65.1,0
7,1,1,4,1,4,0.2,2,70.2,64.6,1
6,1,4,2,0,2,1.5,2,48.3,63.1,0
5,4,5,0,1,1,2.0,1,50.2,52.2,0
4,4,8,2,4,3,2.7,2,63.3,47.5,1
3,0,2,4,4,4,1.0,2,48.5,44.2,0
3,1,5,1,2,0,3.6,2,54.4,47.5,0
6,1,6,4,3,4,5.9,2,67.6,61.4,1
4,1,5,1,5,4,4.5,2,64.6,52.3,1
6,4,9,1,3,0,0.1,2,69.7,48.7,1
3,5,10,1,1,0,2.0,2,42.2,53.6,0
4,5,1,2,5,1,0.3,3,66.0,51.1,0
9,3,3,0,5,3,0.8,2,71.4,60.8,1
5,5,2,2,3,1,13.0,2,78.4,69.4,1
7,2,3,0,5,1,0.5,2,65.6,59.0,0
10,4,10,4,5,0,2.1,3,83.9,79.0,1
2,1,9,3,4,0,2.9,2,51.8,53.7,0
5,5,9,4,0,3,3.6,2,54.4,50.4,0
9,4,10,2,1,4,2.5,2,68.8,72.2,1
11,5,2,2,3,1,0.0,2,63.4,77.0,1
3,0,3,0,4,3,1.2,3,59.4,39.7,0
9,1,4,2,2,1,2.2,2,63.0,63.7,0
11,0,9,1,5,4,0.3,3,64.7,57.9,1
6,1,3,2,5,1,1.3,1,53.9,42.9,0
4,4,7,0,3,2,0.1,1,50.9,36.2,0
7,3,3,0,0,3,0.2,3,56.7,59.6,0
8,5,7,1,0,0,1.5,2,42.4,63.8,0
6,5,7,0,3,1,0.4,2,57.5,40.4,0
5,2,9,3,3,3,2.5,2,62.6,53.5,0
6,0,2,4,4,3,3.5,2,55.8,80.3,1
5,5,6,2,3,1,4.8,2,57.0,51.1,0
8,4,9,3,2,0,0.7,4,62.0,56.7,1
1,3,2,2,4,0,0.5,4,53.1,37.5,0
11,4,2,3,5,1,0.3,2,81.8,59.1,0
7,0,5,2,5,3,3.0,2,63.9,56.2,0
10,2,10,1,5,0,3.7,2,70.1,61.5,1
10,5,10,0,5,1,0.1,2,79.6,48.9,1
11,4,10,0,1,1,8.3,1,69.6,81.7,1
2,1,8,1,2,1,0.2,2,47.7,30.6,0
9,3,9,3,4,3,2.3,1,81.4,66.2,1
1,4,2,4,4,0,3.7,1,57.3,47.0,0
11,3,5,3,5,3,6.1,2,85.6,77.6,1
10,5,7,0,0,2,3.8,2,70.3,55.3,1
6,1,6,4,4,0,4.9,3,68.6,68.3,1
9,2,6,2,2,3,1.2,2,66.4,64.0,1
1,2,7,4,3,0,5.1,2,50.2,65.4,1
4,1,3,3,2,2,0.3,1,56.1,46.8,0
4,3,3,1,5,4,6.8,2,68.9,67.0,1
9,5,10,2,5,1,2.4,2,62.0,58.1,1
11,4,9,3,1,3,5.1,2,70.8,75.5,1
5,1,8,2,4,2,1.8,4,45.7,65.1,1
5,0,5,4,4,2,3.1,1,64.9,82.4,1
6,3,6,0,4,0,2.2,2,60.2,60.8,0
1,2,10,3,5,0,3.9,2,67.1,48.5,1
1,1,1,1,4,1,0.3,4,50.5,40.1,0
9,2,10,4,0,0,0.2,3,60.6,71.6,1
3,3,1,3,0,3,0.9,3,36.6,52.0,0
4,2,4,1,3,3,0.5,2,56.2,37.4,0
1,1,2,3,4,3,6.2,4,52.6,55.7,0
9,3,7,4,1,4,0.7,1,65.0,64.3,0
8,0,2,3,3,3,11.2,1,70.1,73.8,1
2,1,10,2,5,0,1.2,3,54.4,42.0,0
8,4,2,4,4,0,0.6,3,56.6,67.3,1
7,5,5,3,0,3,4.7,1,58.2,73.4,1
11,1,4,0,1,2,3.2,1,78.7,61.5,1
6,3,8,3,3,2,2.1,1,63.1,58.7,1
1,5,4,2,1,2,2.4,1,43.2,49.5,0
7,1,6,1,4,1,3.8,2,51.3,58.4,1
10,0,5,1,2,4,0.8,4,60.0,62.6,0
7,0,2,1,1,3,16.0,2,79.7,80.3,1
9,4,8,0,1,1,11.0,3,70.8,73.8,1
1,2,2,2,5,2,3.2,3,63.0,37.6,0
2,5,9,4,0,3,0.7,2,40.8,51.1,0
11,3,9,1,4,1,3.4,3,80.8,77.2,1
9,3,3,2,1,0,0.2,2,58.9,61.1,0
9,2,4,3,4,2,0.1,2,63.3,57.3,1
6,0,8,0,0,1,0.9,2,46.7,56.9,0
6,0,9,2,5,0,1.9,2,57.4,60.4,1
4,1,3,2,4,2,6.1,3,69.5,63.3,1
4,4,5,4,0,4,3.9,4,47.1,66.2,1
5,5,8,2,0,2,4.1,2,55.2,48.9,0
3,4,3,4,3,4,1.7,3,48.4,59.0,1
1,4,7,0,5,4,1.3,1,45.1,44.5,0
1,1,8,0,5,4,1.4,3,55.1,31.6,0
7,4,10,3,4,3,13.2,2,75.7,68.2,1
1,2,3,4,2,3,0.1,1,40.0,49.3,0
1,1,2,4,3,4,6.1,2,46.3,57.6,0
3,2,10,1,5,0,2.6,2,55.0,34.8,0
10,1,7,1,0,4,1.7,1,59.7,65.9,0
4,4,9,3,5,1,3.9,3,60.4,61.2,1
4,2,1,0,2,4,2.0,1,56.7,33.3,0
2,2,3,1,1,3,6.2,3,52.1,62.9,0
1,2,5,2,1,3,6.9,2,68.6,57.2,0
3,1,3,0,5,1,1.6,2,59.1,27.2,0
11,3,1,2,5,1,1.0,2,62.7,72.0,1
4,4,7,4,3,2,2.7,3,54.1,64.4,1
3,2,7,0,5,0,7.3,2,64.3,60.6,1
8,5,10,3,2,0,0.7,2,55.0,57.4,0
10,3,8,4,5,0,2.9,2,74.3,80.1,1
1,5,5,4,4,3,3.0,2,47.8,50.2,0
2,4,10,2,2,0,4.0,4,52.3,45.2,0
7,4,5,4,3,2,0.4,2,47.1,56.2,0
4,2,5,1,4,2,3.8,2,66.3,37.0,0
8,2,1,0,4,0,7.2,2,63.9,66.7,1
11,1,10,1,1,1,0.6,3,61.0,60.2,1
3,3,5,2,2,2,0.8,3,43.4,26.9,0
6,3,6,2,4,1,10.7,2,76.0,71.7,1
9,2,1,0,3,3,0.6,1,62.1,61.7,0
1,4,7,4,1,2,5.8,1,49.9,47.8,0
1,2,1,3,4,1,2.0,2,56.9,41.7,0
8,4,2,2,2,0,0.9,2,63.5,61.6,0
3,4,2,0,1,3,6.1,4,53.5,30.6,0
5,2,5,3,2,4,1.8,2,56.4,52.4,0
1,0,10,4,2,4,2.2,2,57.2,52.8,1
5,3,7,2,2,0,1.3,3,57.8,48.0,0
11,5,1,0,1,3,2.7,2,64.0,53.3,0
6,4,10,0,4,3,0.5,2,66.7,37.2,0
8,4,1,0,5,3,1.5,1,69.7,41.4,0
3,0,1,2,0,3,10.5,2,51.5,58.9,0
3,5,6,3,4,4,0.9,3,51.9,57.0,0
11,1,2,0,1,1,3.2,2,57.7,79.8,1
11,0,1,4,0,3,1.2,2,47.3,73.9,0
10,5,6,0,0,1,4.5,2,58.0,68.4,0
9,0,2,3,0,3,0.4,3,56.2,57.2,0
4,4,6,2,5,2,10.5,2,72.8,51.3,1
4,3,10,0,3,2,1.8,2,45.6,56.2,0
7,0,8,0,1,2,0.8,4,39.8,44.8,0
2,1,2,4,5,3,0.2,2,61.1,54.4,1
8,2,9,4,5,1,0.6,2,66.5,66.1,1
6,5,8,0,3,4,2.2,2,68.3,55.9,0
3,0,10,0,0,0,1.2,2,52.4,46.4,0
9,0,1,4,3,4,5.3,2,74.7,78.0,1
5,1,7,3,3,3,1.7,2,56.4,58.8,1
8,3,10,1,5,2,0.9,2,64.0,63.5,1
7,0,6,1,1,2,2.9,2,61.5,53.3,0
8,0,6,0,2,1,3.7,2,62.2,67.5,1
7,3,6,4,3,3,0.5,2,55.2,57.5,1
3,1,6,2,3,4,0.6,1,37.3,46.0,0
2,5,10,2,0,3,0.1,4,39.1,46.6,0
7,5,7,1,0,3,4.0,2,63.0,46.8,0
3,0,3,3,5,2,3.3,4,66.6,63.6,1
3,3,6,1,0,4,1.9,2,44.8,47.8,0
2,0,3,0,4,0,5.6,2,52.4,68.1,0
4,2,7,3,3,2,4.9,2,64.1,73.9,1
8,5,7,2,0,4,2.6,3,56.5,61.7,0
1,4,8,4,1,1,6.1,3,46.6,69.9,1
1,2,2,4,4,2,0.7,1,39.5,53.7,0
5,0,9,0,5,1,0.4,3,71.7,44.8,0
11,1,5,1,2,2,0.9,2,70.0,51.1,1
5,5,9,0,3,3,0.2,2,58.8,32.9,0
11,4,10,4,3,4,2.3,4,64.9,75.6,1
1,2,5,2,1,1,8.3,3,52.6,50.9,0
6,5,7,4,2,2,0.1,4,52.9,60.8,1
1,3,9,3,2,1,0.4,2,47.5,53.3,0
5,1,4,4,5,2,1.8,1,69.4,65.8,1
9,2,2,4,5,2,8.1,2,70.9,76.3,1
5,3,9,3,4,0,1.1,2,51.3,61.5,1
6,0,2,1,3,0,2.1,3,62.8,45.9,0
8,3,3,4,0,0,0.1,2,49.7,56.2,0
11,2,10,0,5,1,0.5,2,77.3,61.0,1
1,2,2,4,1,3,12.9,2,56.9,64.1,1
2,0,3,0,1,2,10.1,2,49.5,48.6,0
9,3,6,3,1,4,0.0,2,46.8,70.0,0
3,3,3,4,5,0,9.1,2,70.7,72.5,1
6,0,10,3,5,1,3.1,3,68.3,58.4,1
5,3,8,3,1,1,6.1,2,63.4,52.6,0
11,5,6,1,5,1,1.8,3,76.4,59.1,1
2,0,7,4,0,4,2.2,1,25.0,66.5,0
7,1,1,0,0,4,2.0,2,56.4,57.9,0
4,2,3,0,4,0,3.3,2,50.0,55.9,0
1,1,3,4,3,4,0.5,3,34.2,49.1,0
4,5,2,1,0,0,0.1,2,32.0,41.2,0
6,5,7,1,4,4,1.1,2,47.4,56.8,0
7,4,9,1,2,4,3.7,2,62.6,66.6,1
7,4,4,0,3,4,0.7,2,54.5,45.4,0
7,4,5,3,0,0,3.4,3,46.3,59.1,1
3,0,3,1,2,2,10.5,3,62.5,49.3,1
6,3,9,0,4,0,0.3,2,52.0,40.4,0
8,5,4,0,0,2,3.3,2,63.5,60.7,0
4,1,5,3,0,1,1.8,3,55.1,49.5,0
8,1,1,4,5,1,6.1,2,72.9,81.5,1
2,1,2,4,2,0,0.6,2,53.5,63.8,0
10,1,9,1,0,2,3.5,1,70.6,65.0,1
9,4,2,1,1,2,5.5,2,66.0,65.7,1
9,1,5,3,5,2,8.7,2,90.7,82.5,1
8,3,8,1,5,1,3.4,3,66.5,55.7,1
10,4,3,3,0,0,2.1,2,48.4,64.7,0
10,1,6,0,5,3,2.9,2,64.5,55.9,1
1,0,4,1,3,2,6.1,3,49.8,39.0,0
2,2,7,0,2,2,2.5,1,51.4,45.9,0
6,2,10,2,3,3,0.1,2,48.9,48.7,0
10,2,3,3,4,0,8.0,2,75.0,87.7,1
5,4,6,2,3,2,3.5,2,51.3,59.5,1
9,1,10,1,1,0,3.4,3,58.5,61.9,0
5,5,9,0,5,2,0.7,3,67.6,49.5,0
2,5,10,1,5,4,3.2,1,58.9,37.7,0
10,5,1,2,1,2,1.5,2,58.3,59.2,0
4,4,3,1,5,4,3.2,2,68.4,54.2,0
9,3,2,4,3,0,0.3,3,63.0,51.7,1
1,0,8,2,4,2,3.2,2,52.8,45.4,0
11,0,7,1,0,1,16.0,2,90.1,93.9,1
1,2,2,0,1,1,0.1,2,37.9,41.9,0
7,2,6,1,3,3,11.3,2,80.4,82.0,1
11,5,3,0,3,1,1.6,2,74.1,59.4,0
3,5,8,4,3,4,6.1,2,57.4,67.9,1
10,2,10,1,0,1,4.6,3,55.5,61.1,0
2,1,3,4,2,1,2.5,2,48.2,50.4,0
9,3,10,2,5,1,4.0,4,80.2,76.3,1
3,3,9,0,5,2,6.3,2,68.5,48.6,0
2,3,1,2,4,3,1.6,2,62.0,45.9,0
8,3,5,0,2,0,1.2,3,56.4,44.9,0
10,2,3,4,5,3,3.3,2,79.1,77.9,1
6,0,6,3,4,4,4.9,3,59.6,69.7,1
6,2,10,1,4,2,4.3,3,65.9,61.3,1
10,3,2,4,3,2,4.8,2,78.3,69.2,1
11,2,9,0,1,1,1.7,2,69.7,67.6,0
7,3,6,0,3,1,5.1,2,66.2,49.7,1
7,4,7,0,0,4,0.4,2,49.4,48.0,0
11,5,5,0,5,2,2.4,2,69.3,50.4,1
6,0,9,1,4,0,0.0,3,56.9,47.3,0
4,4,1,2,1,3,1.2,2,40.2,42.1,0
11,1,5,3,5,2,1.4,2,71.7,67.3,1
9,2,10,1,4,0,1.5,2,56.2,59.1,1
6,1,6,0,4,0,3.6,4,55.6,57.2,1
