experience_years,education_tier,skills_count,job_role,location_tier,certifications_count,projects_count,technical_expertise_score,salary
2.6,2,10,Data Scientist,2,0,1,3.9,133000.0
2.2,2,16,Full Stack Engineer,3,3,1,6.8,115800.0
8.7,2,5,Cloud Architect,3,5,1,7.4,203800.0
1.1,2,12,Full Stack Engineer,1,1,6,5.1,153200.0
2.0,2,8,Backend Engineer,3,5,3,5.4,122100.0
1.6,2,4,Machine Learning Engineer,3,1,2,4.4,117800.0
5.9,3,22,Full Stack Engineer,1,3,1,8.5,212800.0
9.9,4,23,Backend Engineer,3,1,4,8.6,181700.0
7.6,2,22,Data Scientist,1,0,1,7.2,213700.0
6.4,2,16,DevOps Engineer,1,2,2,6.9,202400.0
17.3,2,9,Cloud Architect,1,2,7,9.1,353500.0
4.8,3,13,Cloud Architect,2,4,5,7.0,213000.0
5.6,2,14,Software Engineer,3,4,7,7.8,152500.0
16.3,3,19,Frontend Engineer,2,0,5,9.1,223800.0
0.0,1,4,Data Scientist,1,3,7,3.7,138500.0
4.0,2,22,Data Scientist,1,0,3,6.9,179200.0
5.4,2,8,Full Stack Engineer,2,4,1,6.2,171600.0
10.0,2,9,Full Stack Engineer,2,1,4,7.3,201100.0
8.6,2,9,Frontend Engineer,2,5,2,7.7,179400.0
7.4,2,8,Cloud Architect,1,0,6,6.2,236000.0
11.7,3,9,Software Engineer,3,0,1,6.4,160500.0
3.1,1,16,Data Scientist,3,3,7,6.7,133700.0
0.0,2,4,Machine Learning Engineer,2,4,6,4.3,146500.0
0.0,2,4,Full Stack Engineer,2,0,3,2.8,105000.0
3.1,2,17,Cloud Architect,3,1,0,5.6,133900.0
2.3,2,11,Data Scientist,2,5,5,6.1,163900.0
2.4,2,12,Software Engineer,2,1,4,6.1,129800.0
2.0,2,13,Cloud Architect,2,2,7,5.3,166300.0
10.0,2,9,Backend Engineer,1,4,7,7.0,245600.0
1.8,2,12,Software Engineer,2,1,5,5.3,130800.0
7.8,2,21,Data Scientist,3,3,7,8.4,182900.0
9.3,4,18,Data Scientist,1,5,1,8.7,271000.0
2.8,2,7,Frontend Engineer,3,4,1,5.6,116300.0
2.4,3,5,Cloud Architect,2,1,0,5.1,161900.0
5.7,2,9,Cloud Architect,2,0,2,5.9,186900.0
4.9,2,20,Cloud Architect,2,4,6,8.2,209700.0
1.6,2,10,Data Scientist,2,1,7,4.2,139900.0
0.4,2,23,Cloud Architect,3,0,6,7.6,125400.0
1.2,2,18,Cloud Architect,2,2,7,6.7,165800.0
0.6,2,24,Full Stack Engineer,3,5,6,7.8,130500.0
1.4,1,5,Machine Learning Engineer,2,4,0,4.5,134600.0
1.2,2,24,Frontend Engineer,2,4,6,8.0,128700.0
4.1,3,15,Data Scientist,3,1,7,5.8,142400.0
12.4,3,13,Cloud Architect,1,2,7,8.1,327800.0
4.6,2,20,Software Engineer,2,3,2,6.4,155200.0
10.5,2,21,Data Scientist,1,1,1,7.7,242100.0
6.1,1,19,Software Engineer,3,1,0,7.4,129100.0
5.2,2,13,Software Engineer,2,3,5,7.4,165000.0
2.1,3,11,Data Scientist,3,3,6,6.2,137300.0
1.6,2,24,Software Engineer,3,3,5,7.6,116200.0
7.5,2,16,Machine Learning Engineer,1,5,6,8.3,261200.0
9.4,2,19,Backend Engineer,1,3,7,8.3,235900.0
2.4,3,11,Frontend Engineer,2,3,1,6.0,132900.0
0.0,2,15,Data Scientist,2,0,0,5.3,117600.0
6.3,2,20,DevOps Engineer,1,0,1,7.0,194800.0
1.3,2,19,Backend Engineer,1,3,7,7.2,180500.0
0.0,2,12,Cloud Architect,2,5,7,5.8,163400.0
6.5,2,22,Software Engineer,1,5,7,8.2,206700.0
2.9,3,20,Software Engineer,3,2,5,6.7,117000.0
4.6,2,11,Frontend Engineer,3,5,7,7.0,132100.0
9.8,3,15,Backend Engineer,3,2,7,7.8,183700.0
3.1,2,12,Backend Engineer,1,3,5,6.9,182200.0
2.8,2,9,Data Scientist,1,5,1,6.8,188300.0
1.4,3,13,Cloud Architect,2,0,6,4.0,154400.0
1.5,2,12,Software Engineer,3,2,1,6.3,103400.0
6.4,3,7,DevOps Engineer,1,0,3,3.8,196300.0
2.4,3,14,Full Stack Engineer,1,1,0,6.9,163100.0
0.7,2,24,Cloud Architect,1,0,7,5.9,173300.0
0.4,3,9,DevOps Engineer,2,3,3,5.0,143500.0
2.6,3,21,Data Scientist,2,5,7,7.6,177700.0
2.5,2,7,Data Scientist,1,5,1,6.2,186300.0
4.2,2,15,Data Scientist,2,4,4,7.1,180300.0
2.5,2,12,Frontend Engineer,2,3,7,5.9,131200.0
0.6,2,18,Frontend Engineer,2,1,5,6.4,112200.0
2.8,2,12,Cloud Architect,2,5,2,7.0,189800.0
9.5,2,9,Data Scientist,3,0,0,5.9,159600.0
0.7,1,14,Machine Learning Engineer,2,2,0,5.9,132000.0
4.7,2,10,Full Stack Engineer,2,3,5,6.6,174900.0
3.6,2,17,Backend Engineer,3,5,2,7.1,142000.0
5.5,2,19,Backend Engineer,3,2,3,7.7,145400.0
0.7,2,18,Software Engineer,1,0,2,5.2,133100.0
11.4,3,23,Backend Engineer,1,5,4,10.0,270600.0
3.9,1,12,DevOps Engineer,3,1,1,5.6,127600.0
7.5,2,22,Backend Engineer,1,3,2,7.0,201800.0
1.1,1,15,Full Stack Engineer,3,2,7,5.4,107600.0
5.4,2,14,Backend Engineer,1,5,6,8.0,201900.0
6.1,1,11,DevOps Engineer,3,3,2,6.7,147500.0
2.0,3,6,Full Stack Engineer,2,5,1,5.0,146800.0
1.9,2,22,Frontend Engineer,3,3,5,7.6,121100.0
4.3,3,6,Full Stack Engineer,1,2,0,5.2,183400.0
0.4,2,6,Frontend Engineer,3,1,5,3.4,86400.0
5.3,2,9,Full Stack Engineer,1,3,6,7.6,201100.0
0.2,3,14,Data Scientist,1,1,7,4.4,158200.0
0.8,3,23,DevOps Engineer,1,1,4,6.8,164300.0
4.4,2,17,Machine Learning Engineer,3,0,5,5.7,147500.0
0.4,3,5,Cloud Architect,2,5,2,5.3,168900.0
14.3,2,15,Frontend Engineer,2,2,2,8.4,202600.0
8.1,3,19,Frontend Engineer,2,0,0,6.6,161800.0
3.9,2,6,Backend Engineer,3,4,4,6.2,135400.0
6.8,3,24,Frontend Engineer,2,5,1,9.3,193500.0
8.7,2,19,Full Stack Engineer,2,0,1,8.2,187700.0
1.2,2,13,Data Scientist,2,3,3,5.7,147800.0
7.6,2,23,Data Scientist,3,3,4,9.9,181600.0
0.9,2,8,Backend Engineer,1,3,4,5.2,154800.0
2.1,2,16,Full Stack Engineer,1,4,2,7.0,172500.0
3.3,2,15,Full Stack Engineer,1,1,3,5.1,165700.0
5.0,2,4,Software Engineer,1,3,1,5.3,167400.0
0.1,3,23,Cloud Architect,2,5,7,7.6,179200.0
1.4,2,14,Frontend Engineer,2,5,7,6.5,134300.0
3.8,3,22,Backend Engineer,3,0,6,6.7,138500.0
1.8,2,18,Data Scientist,1,1,4,5.4,163700.0
6.0,1,21,DevOps Engineer,3,0,4,7.1,145500.0
4.2,2,19,Machine Learning Engineer,2,0,0,6.4,171600.0
1.1,2,10,Software Engineer,1,3,1,4.7,125800.0
0.6,2,13,Cloud Architect,2,0,0,5.1,133700.0
4.0,2,19,Full Stack Engineer,3,4,7,6.5,132800.0
2.4,2,20,Frontend Engineer,1,5,3,7.6,164100.0
0.7,2,10,Data Scientist,2,5,4,6.9,149300.0
1.6,2,14,DevOps Engineer,1,5,3,7.0,184400.0
1.4,3,20,Software Engineer,1,1,5,6.5,158400.0
0.5,3,8,Full Stack Engineer,2,3,0,4.4,123700.0
3.2,3,4,Data Scientist,3,3,1,6.2,145500.0
5.8,4,6,Data Scientist,2,0,4,6.0,186300.0
3.4,2,19,Full Stack Engineer,2,0,5,5.6,142500.0
7.0,2,18,Full Stack Engineer,3,2,5,7.2,156100.0
0.5,3,7,Backend Engineer,1,2,1,5.3,155900.0
2.3,2,15,Data Scientist,3,3,3,7.3,138500.0
3.8,3,4,Full Stack Engineer,2,3,5,4.6,161700.0
4.5,2,20,Machine Learning Engineer,3,0,2,5.9,157900.0
4.8,2,18,Cloud Architect,3,4,1,7.5,165900.0
5.2,1,23,DevOps Engineer,3,4,5,7.0,145000.0
4.2,4,23,DevOps Engineer,1,5,1,8.3,223400.0
0.4,3,13,Machine Learning Engineer,2,0,1,5.4,145700.0
4.8,3,14,DevOps Engineer,2,2,4,5.6,169500.0
5.2,2,21,Software Engineer,2,2,3,7.5,166700.0
20.0,2,5,DevOps Engineer,2,4,7,9.5,285500.0
4.7,1,9,Frontend Engineer,1,3,3,7.1,164900.0
4.6,3,19,DevOps Engineer,1,0,4,6.1,196200.0
2.9,2,10,Machine Learning Engineer,1,5,1,7.3,202000.0
8.1,2,22,Backend Engineer,3,5,1,8.8,165200.0
20.0,2,15,Full Stack Engineer,3,3,7,10.0,240300.0
6.0,2,21,Frontend Engineer,1,2,2,7.8,187200.0
3.8,2,13,Backend Engineer,3,4,5,6.6,128800.0
0.3,2,10,Data Scientist,1,3,1,4.7,148500.0
5.2,2,7,Frontend Engineer,2,2,5,5.9,147900.0
4.9,3,20,Machine Learning Engineer,1,2,0,7.0,220900.0
6.0,2,20,Backend Engineer,3,5,5,8.0,156500.0
0.5,2,7,Full Stack Engineer,2,2,7,5.5,123700.0
4.2,2,24,Full Stack Engineer,1,3,1,8.2,195500.0
1.4,4,8,DevOps Engineer,2,1,7,5.0,159500.0
5.7,2,4,Backend Engineer,1,4,2,5.9,195200.0
1.1,2,22,Data Scientist,1,2,0,6.4,156300.0
4.6,2,14,DevOps Engineer,1,3,2,6.6,192600.0
1.4,2,4,Machine Learning Engineer,1,5,5,5.5,177500.0
0.0,4,11,Backend Engineer,3,0,2,4.7,107300.0
4.0,3,7,Software Engineer,2,5,5,6.3,168300.0
0.5,2,18,Backend Engineer,1,4,3,6.0,152600.0
4.3,2,20,Backend Engineer,1,0,5,6.9,180000.0
10.4,1,21,Machine Learning Engineer,1,0,4,8.1,254900.0
13.9,2,6,Full Stack Engineer,1,5,2,7.8,264900.0
1.1,3,21,DevOps Engineer,2,3,1,5.4,140400.0
6.6,2,10,Data Scientist,1,5,3,7.5,228300.0
1.7,2,20,DevOps Engineer,2,1,6,5.6,145800.0
9.2,3,21,Backend Engineer,2,3,0,9.0,211800.0
6.2,2,23,Frontend Engineer,1,3,5,7.7,187900.0
0.3,2,11,Full Stack Engineer,3,4,4,5.7,105900.0
2.1,1,14,Full Stack Engineer,1,3,3,5.9,155300.0
1.6,2,6,Cloud Architect,1,4,2,6.4,203600.0
6.2,3,10,Backend Engineer,1,2,6,6.9,207500.0
2.1,2,18,Machine Learning Engineer,1,4,6,7.7,209100.0
4.6,2,13,Frontend Engineer,1,3,3,6.6,176400.0
3.7,2,15,Backend Engineer,1,2,1,6.8,173400.0
14.9,2,15,Frontend Engineer,3,2,1,9.2,176400.0
11.1,3,22,Full Stack Engineer,3,1,1,9.6,186300.0
2.2,2,22,Frontend Engineer,2,5,4,7.7,142700.0
5.1,3,18,DevOps Engineer,2,3,7,6.5,190400.0
7.1,3,24,Backend Engineer,2,0,6,6.4,191200.0
9.2,3,24,Software Engineer,1,5,3,10.0,241800.0
0.3,3,8,Software Engineer,1,3,7,5.2,145100.0
1.4,1,16,Frontend Engineer,1,0,3,5.6,125300.0
1.5,3,12,Machine Learning Engineer,2,5,6,7.2,182900.0
2.3,2,13,Backend Engineer,1,1,2,4.4,156800.0
0.7,1,11,Data Scientist,1,3,0,5.2,142800.0
2.7,1,12,Software Engineer,1,5,7,6.5,166000.0
4.4,2,9,Cloud Architect,1,1,1,5.9,200300.0
2.8,2,21,Full Stack Engineer,1,0,0,5.8,157000.0
4.4,2,13,DevOps Engineer,1,4,6,6.1,216600.0
0.3,1,18,Backend Engineer,1,3,6,5.4,139100.0
8.3,2,16,Backend Engineer,1,2,0,8.3,218700.0
11.2,2,14,DevOps Engineer,1,2,1,7.6,245500.0
3.8,3,5,Software Engineer,1,1,7,4.5,167000.0
8.5,2,11,DevOps Engineer,1,4,7,8.0,247600.0
0.6,2,21,DevOps Engineer,2,2,1,5.8,129100.0
6.4,2,6,Data Scientist,1,2,7,4.9,200700.0
0.5,2,6,Cloud Architect,1,3,2,3.8,171700.0
2.1,2,24,DevOps Engineer,1,2,4,7.0,176400.0
1.6,2,10,Full Stack Engineer,1,0,1,4.9,142000.0
3.5,2,21,Data Scientist,1,1,0,6.6,177000.0
1.4,2,24,Full Stack Engineer,3,5,7,8.0,133900.0
4.1,2,24,Software Engineer,3,2,7,6.5,132600.0
1.8,4,12,Backend Engineer,1,3,6,4.9,180700.0
7.9,2,21,Full Stack Engineer,2,5,2,10.0,206300.0
4.0,3,4,Backend Engineer,1,0,7,5.2,188300.0
1.0,3,7,Frontend Engineer,1,5,3,6.0,161900.0
1.6,1,7,Frontend Engineer,2,2,6,4.5,110700.0
7.5,4,20,Cloud Architect,1,1,2,7.4,263600.0
2.0,3,5,Software Engineer,2,1,1,4.4,129100.0
3.1,2,18,Cloud Architect,2,1,6,7.0,176700.0
4.2,2,16,Software Engineer,2,2,5,6.8,149800.0
1.7,2,12,Machine Learning Engineer,3,0,1,5.2,123500.0
1.4,2,10,Software Engineer,3,4,4,5.6,117000.0
2.6,1,15,Frontend Engineer,3,5,2,7.4,119500.0
1.0,3,15,Full Stack Engineer,1,1,1,5.5,149600.0
1.3,3,17,DevOps Engineer,1,0,0,5.4,157800.0
0.3,2,18,DevOps Engineer,2,3,0,5.7,127900.0
1.4,3,4,DevOps Engineer,3,3,2,4.7,123200.0
1.5,3,12,Data Scientist,2,0,6,4.2,139100.0
13.1,2,19,DevOps Engineer,3,3,4,9.4,200700.0
3.6,2,12,Software Engineer,1,3,5,6.3,175600.0
6.2,2,19,DevOps Engineer,1,1,2,5.7,194100.0
0.2,3,5,Data Scientist,1,2,4,4.1,145800.0
0.5,3,13,Data Scientist,2,2,0,4.6,131500.0
6.7,2,21,Frontend Engineer,3,2,1,8.1,143100.0
3.9,2,16,Machine Learning Engineer,1,2,3,6.9,193400.0
0.8,3,5,Full Stack Engineer,3,0,1,3.6,100100.0
2.1,3,16,Frontend Engineer,2,1,0,6.1,129300.0
3.1,2,6,Software Engineer,2,0,5,4.8,124600.0
7.4,2,18,Frontend Engineer,3,5,6,8.4,151600.0
0.2,3,6,Frontend Engineer,1,5,0,6.2,137200.0
3.6,2,13,Frontend Engineer,3,3,1,5.9,111400.0
5.0,2,9,Software Engineer,1,1,1,6.5,171200.0
15.2,3,17,Software Engineer,1,4,5,9.9,277700.0
6.6,2,12,Cloud Architect,2,2,5,6.2,202300.0
1.3,3,21,Frontend Engineer,3,5,0,7.1,114200.0
4.9,2,11,Frontend Engineer,2,5,1,6.4,161200.0
5.8,1,9,Data Scientist,2,3,6,6.9,183000.0
5.2,2,18,Cloud Architect,3,2,3,6.1,169100.0
6.9,2,17,Full Stack Engineer,1,2,7,8.2,219400.0
9.4,2,18,Data Scientist,3,2,3,7.5,174200.0
0.4,2,23,Machine Learning Engineer,2,5,2,7.9,160100.0
0.4,2,9,Full Stack Engineer,1,4,3,5.4,154000.0
6.4,3,15,Cloud Architect,1,3,0,7.5,253200.0
1.2,2,13,Machine Learning Engineer,1,2,0,5.1,165200.0
0.2,2,22,Full Stack Engineer,1,2,2,6.5,145600.0
2.1,2,11,Frontend Engineer,1,1,6,5.2,154600.0
6.9,2,8,Cloud Architect,1,2,4,5.4,241000.0
0.5,2,13,Cloud Architect,2,1,6,4.4,143400.0
4.5,2,14,Data Scientist,2,3,2,6.4,169600.0
0.0,3,23,Full Stack Engineer,2,3,4,6.2,128400.0
0.5,2,17,Machine Learning Engineer,1,3,4,6.8,185900.0
1.7,1,17,Full Stack Engineer,3,1,1,5.8,111500.0
0.3,2,5,Software Engineer,1,5,5,4.7,144700.0
7.5,2,20,Full Stack Engineer,2,5,3,8.5,204500.0
8.0,2,18,DevOps Engineer,1,4,6,8.1,242600.0
5.6,3,6,Frontend Engineer,2,4,4,6.2,160600.0
1.1,2,6,Backend Engineer,1,5,7,4.9,167200.0
3.0,2,6,Software Engineer,3,5,1,5.5,123100.0
0.8,2,6,Backend Engineer,3,2,2,5.0,109000.0
1.3,4,21,Cloud Architect,2,3,7,6.9,183100.0
2.9,2,9,Frontend Engineer,1,5,2,6.2,156700.0
5.3,2,17,DevOps Engineer,1,0,7,6.4,205000.0
0.4,2,6,Cloud Architect,3,5,6,5.3,144400.0
1.4,3,4,Backend Engineer,2,2,6,4.3,145200.0
10.4,1,13,Cloud Architect,3,5,4,9.0,222800.0
2.2,1,16,Full Stack Engineer,1,4,6,6.9,171600.0
11.2,3,12,Backend Engineer,3,4,1,7.5,187100.0
19.0,2,5,Data Scientist,3,3,0,9.2,231800.0
3.0,2,13,Frontend Engineer,2,1,6,4.7,126200.0
1.4,2,15,Data Scientist,1,2,5,6.1,159400.0
6.3,3,22,Backend Engineer,2,1,5,8.0,181900.0
0.7,2,6,Cloud Architect,3,4,3,4.7,121100.0
1.2,2,22,DevOps Engineer,3,3,4,6.8,128500.0
6.1,4,4,Cloud Architect,1,4,0,4.9,250700.0
2.3,2,18,Cloud Architect,1,3,7,7.2,201800.0
0.9,2,16,Data Scientist,3,5,3,7.1,127900.0
4.2,3,10,Software Engineer,2,0,7,5.9,162800.0
5.3,2,5,Backend Engineer,3,1,0,6.1,132100.0
0.5,2,23,Machine Learning Engineer,3,2,5,5.8,120100.0
1.3,2,14,Data Scientist,3,3,1,6.4,114100.0
1.0,2,19,Full Stack Engineer,1,5,6,7.9,165400.0
1.9,3,17,Backend Engineer,1,5,4,6.1,182100.0
5.8,1,18,DevOps Engineer,1,0,0,6.5,180300.0
5.0,2,23,Machine Learning Engineer,3,5,7,8.3,176200.0
4.3,3,22,DevOps Engineer,2,5,0,8.7,183900.0
0.0,2,10,Software Engineer,1,0,0,2.8,109000.0
0.6,2,12,Full Stack Engineer,1,1,5,6.0,141000.0
1.0,2,7,Backend Engineer,1,5,4,5.5,161600.0
1.3,2,9,DevOps Engineer,3,3,1,5.8,111400.0
0.6,2,13,Full Stack Engineer,2,2,1,5.3,118300.0
2.1,2,6,Backend Engineer,2,2,0,5.1,136500.0
0.3,2,24,Backend Engineer,1,2,1,5.2,138600.0
5.5,2,4,Frontend Engineer,3,4,3,5.8,133400.0
6.2,2,9,Data Scientist,1,4,1,7.3,227400.0
3.4,2,8,Backend Engineer,2,3,0,5.9,147000.0
0.4,2,18,Software Engineer,1,5,3,5.8,145900.0
8.8,2,14,Machine Learning Engineer,1,5,7,8.4,275100.0
13.5,2,23,Data Scientist,1,2,4,9.2,280400.0
0.9,2,16,Frontend Engineer,2,0,2,4.6,101600.0
4.9,2,9,Data Scientist,2,5,5,5.9,182000.0
7.4,2,8,Data Scientist,1,2,1,6.8,219600.0
3.1,2,5,Backend Engineer,1,3,6,5.9,179400.0
1.6,2,20,Software Engineer,3,2,3,7.7,114600.0
2.6,2,15,Backend Engineer,1,1,2,4.9,160000.0
2.9,3,15,DevOps Engineer,1,2,4,6.6,189000.0
2.0,3,17,Software Engineer,2,5,2,7.6,149400.0
10.6,2,10,DevOps Engineer,3,5,7,8.0,191200.0
5.4,2,17,Software Engineer,1,0,4,5.9,167800.0
1.1,2,10,Full Stack Engineer,3,3,0,4.7,113200.0
3.5,3,12,Backend Engineer,1,3,0,5.9,176900.0
4.7,3,17,Cloud Architect,1,0,5,6.3,221200.0
0.6,2,24,Cloud Architect,1,3,5,7.7,189100.0
1.8,3,20,DevOps Engineer,2,2,4,7.1,155100.0
9.4,2,20,Frontend Engineer,1,3,2,7.7,214300.0
3.3,2,24,Machine Learning Engineer,2,2,5,6.8,174800.0
1.0,3,16,Cloud Architect,1,3,7,6.8,216800.0
0.5,2,21,Cloud Architect,1,5,1,6.7,185400.0
2.9,3,22,Data Scientist,3,2,2,6.9,149800.0
3.2,1,20,Full Stack Engineer,2,2,5,5.8,145700.0
1.6,2,9,DevOps Engineer,1,5,2,6.7,177400.0
4.0,2,15,Frontend Engineer,2,0,6,4.6,139700.0
0.3,2,9,Machine Learning Engineer,2,0,1,3.2,125100.0
0.6,2,6,Machine Learning Engineer,1,5,2,6.0,180200.0
3.2,2,18,Backend Engineer,2,4,2,8.3,170200.0
0.3,2,6,Software Engineer,1,0,3,3.6,118000.0
8.5,2,18,DevOps Engineer,2,2,4,7.9,196800.0
0.6,3,4,Backend Engineer,3,2,0,4.8,104000.0
4.5,2,24,Machine Learning Engineer,1,3,5,8.1,232400.0
2.0,2,6,Backend Engineer,1,3,6,4.9,169800.0
2.0,2,8,Full Stack Engineer,1,4,5,5.4,165200.0
5.8,2,17,DevOps Engineer,3,2,5,6.1,140200.0
2.8,1,7,Frontend Engineer,2,4,4,5.9,128800.0
5.2,2,12,Machine Learning Engineer,1,2,2,6.3,208600.0
2.8,2,21,DevOps Engineer,2,0,1,6.0,140200.0
3.6,1,13,Cloud Architect,1,3,1,5.8,191100.0
5.7,2,11,Full Stack Engineer,2,5,0,6.7,165000.0
3.7,4,16,Frontend Engineer,2,5,0,7.7,168400.0
3.8,2,5,Cloud Architect,3,4,0,6.3,153700.0
6.2,3,23,Full Stack Engineer,1,1,1,7.4,209700.0
11.9,2,23,Data Scientist,2,5,2,10.0,241600.0
1.9,2,10,Software Engineer,2,2,0,4.8,117600.0
3.4,2,14,Cloud Architect,3,0,0,6.1,144000.0
0.4,3,8,Cloud Architect,2,1,6,4.4,149600.0
1.8,2,21,Software Engineer,2,0,1,6.2,121800.0
2.1,2,11,Software Engineer,1,0,5,5.1,147200.0
7.2,2,13,Data Scientist,2,2,2,6.8,185000.0
2.9,2,5,Machine Learning Engineer,3,0,0,3.6,116000.0
5.3,3,6,Machine Learning Engineer,3,4,7,5.6,174200.0
0.1,3,8,Data Scientist,2,1,2,5.0,133300.0
2.5,3,19,Software Engineer,1,0,3,5.5,152400.0
9.3,2,13,Software Engineer,3,5,5,8.1,169300.0
1.0,3,14,Frontend Engineer,1,5,5,5.8,161800.0
0.1,2,22,Frontend Engineer,1,0,7,4.9,123200.0
2.3,2,19,Cloud Architect,2,3,0,6.3,167300.0
4.9,3,15,Backend Engineer,1,3,7,7.9,211000.0
2.4,2,5,Cloud Architect,3,4,0,5.8,141400.0
2.5,1,14,DevOps Engineer,2,5,6,6.5,151400.0
4.4,2,4,DevOps Engineer,2,3,1,6.1,159900.0
1.2,2,8,DevOps Engineer,2,0,5,4.2,129500.0
5.6,2,24,Full Stack Engineer,3,5,7,9.6,166300.0
0.7,2,17,Frontend Engineer,2,0,6,6.5,119100.0
2.0,3,21,Frontend Engineer,1,1,3,6.9,151600.0
4.3,3,10,Frontend Engineer,3,5,3,6.8,139000.0
7.0,3,8,Frontend Engineer,1,3,3,7.0,198600.0
6.3,2,11,Cloud Architect,1,2,4,6.5,237600.0
5.1,3,24,Data Scientist,2,3,1,7.0,168500.0
1.8,3,18,Backend Engineer,1,0,1,5.2,149900.0
0.5,2,8,Frontend Engineer,3,1,7,3.8,86200.0
1.0,2,16,Machine Learning Engineer,2,3,0,5.7,148500.0
8.0,2,22,Full Stack Engineer,3,1,1,9.0,158900.0
7.8,1,5,DevOps Engineer,1,3,0,7.1,207000.0
12.1,2,8,Frontend Engineer,3,4,6,8.5,175300.0
0.3,2,8,Data Scientist,1,0,0,4.5,128100.0
3.1,2,9,Machine Learning Engineer,1,0,4,3.7,172400.0
4.2,2,19,DevOps Engineer,1,2,6,7.4,195100.0
5.0,2,5,Software Engineer,2,0,1,5.4,144800.0
4.1,3,8,Cloud Architect,1,2,1,4.2,216300.0
5.9,3,18,Software Engineer,2,0,4,7.1,162500.0
1.8,2,4,DevOps Engineer,1,3,4,4.0,167700.0
0.8,2,22,Backend Engineer,1,3,6,5.6,154900.0
0.9,2,6,Software Engineer,2,4,6,5.9,133500.0
0.0,2,22,Frontend Engineer,1,3,1,5.9,126600.0
1.7,2,18,DevOps Engineer,3,1,1,5.5,113900.0
0.4,3,6,Data Scientist,2,3,6,5.3,147600.0
1.6,2,11,Backend Engineer,3,2,0,5.1,111900.0
4.0,3,18,Machine Learning Engineer,1,5,2,7.5,224800.0
9.0,3,4,Frontend Engineer,3,4,5,6.8,157800.0
7.3,2,9,Software Engineer,2,5,0,7.6,185000.0
1.2,2,20,Full Stack Engineer,3,5,3,7.1,123400.0
0.6,2,19,Cloud Architect,1,1,3,5.8,170600.0
0.9,2,16,Frontend Engineer,2,1,2,5.1,115300.0
14.2,2,4,Full Stack Engineer,3,0,5,7.2,186300.0
3.2,4,6,Machine Learning Engineer,1,2,4,5.3,212600.0
0.8,3,9,Full Stack Engineer,2,5,3,6.9,151400.0
7.3,3,23,Machine Learning Engineer,3,3,4,8.3,196500.0
2.0,1,24,Backend Engineer,2,3,4,7.2,128800.0
9.2,2,6,Data Scientist,1,0,0,6.2,217900.0
1.2,2,18,Software Engineer,2,3,4,6.9,128400.0
2.0,2,18,Cloud Architect,1,1,2,5.3,180700.0
2.8,2,14,Software Engineer,3,3,0,6.3,113100.0
8.9,2,9,Cloud Architect,1,5,7,6.3,281000.0
8.1,2,9,Frontend Engineer,1,3,7,6.8,202700.0
3.4,3,12,DevOps Engineer,1,1,2,6.2,189500.0
1.0,3,17,Software Engineer,2,2,7,5.5,138600.0
2.1,2,14,Backend Engineer,3,5,4,6.8,132200.0
14.9,3,9,Software Engineer,1,2,3,8.1,262000.0
3.7,2,21,Frontend Engineer,1,1,5,6.2,159700.0
6.1,2,23,Software Engineer,1,1,4,8.2,189800.0
2.4,3,18,Data Scientist,3,5,2,6.6,137500.0
3.0,2,12,Machine Learning Engineer,2,4,1,6.6,177100.0
2.2,3,14,Full Stack Engineer,1,4,7,6.6,185900.0
4.9,2,5,Full Stack Engineer,2,3,1,5.2,149700.0
7.6,3,9,Machine Learning Engineer,1,5,7,7.6,273900.0
2.8,4,17,Full Stack Engineer,2,5,3,6.7,169400.0
2.6,2,17,Data Scientist,1,3,7,6.9,181600.0
1.7,2,16,Backend Engineer,3,4,6,5.7,116900.0
0.8,2,8,Frontend Engineer,3,3,5,4.9,96800.0
11.2,2,12,Data Scientist,3,2,2,7.7,188200.0
1.5,2,14,Frontend Engineer,2,2,3,6.3,126300.0
6.5,3,10,Backend Engineer,2,0,0,5.9,170900.0
5.0,2,5,Data Scientist,1,4,4,6.6,212300.0
6.3,4,15,Software Engineer,2,2,6,7.3,183200.0
11.0,3,8,DevOps Engineer,2,0,0,7.0,219100.0
3.9,2,5,Backend Engineer,3,1,1,4.7,124200.0
9.1,2,17,Full Stack Engineer,1,5,4,9.4,244500.0
0.7,2,10,Data Scientist,3,2,0,4.8,111000.0
3.9,2,8,Backend Engineer,2,0,7,3.9,143200.0
5.9,2,7,Backend Engineer,1,3,1,6.1,193100.0
1.3,1,13,Data Scientist,2,5,5,6.6,138500.0
5.4,2,19,Full Stack Engineer,3,0,0,5.7,127800.0
6.0,2,9,Machine Learning Engineer,3,2,7,5.7,175000.0
7.1,3,24,Full Stack Engineer,2,3,4,7.8,193600.0
1.5,3,9,Backend Engineer,1,3,0,5.8,162300.0
4.6,2,12,Frontend Engineer,3,0,6,6.6,126200.0
1.5,1,4,Machine Learning Engineer,2,0,7,3.7,136500.0
5.4,3,19,Cloud Architect,1,2,6,7.5,244400.0
2.5,4,20,Machine Learning Engineer,1,3,4,7.2,218900.0
3.6,2,16,Backend Engineer,1,4,0,8.0,179300.0
2.2,2,9,Data Scientist,1,0,3,4.2,158000.0
0.7,2,5,Data Scientist,3,4,5,4.8,116000.0
0.8,2,11,Data Scientist,1,4,0,5.5,162400.0
0.3,2,7,Full Stack Engineer,1,3,0,4.9,135100.0
3.9,2,12,Software Engineer,1,2,6,7.5,174500.0
